Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Pink,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Pink,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Pink,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Green,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Green,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Green,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Yellow,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Yellow,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Yellow,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Black,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Black,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Black,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Pink,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Pink,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Pink,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Green,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Green,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Green,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Yellow,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Yellow,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,256GB,Color,Yellow,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Black,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Black,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Black,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Pink,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Pink,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Pink,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Green,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Green,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Green,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Yellow,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Yellow,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,512GB,Color,Yellow,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-unlocked,Apple iPhone 17 - Unlocked,Capacity,256GB,Colour,mist blue,Condition,Brand New,,,,Shop location,,0,0,0,1,1,
apple-iphone-17-unlocked,Apple iPhone 17 - Unlocked,Capacity,256GB,Colour,mist blue,Condition,Premium,,,,Shop location,,0,0,0,1,1,
apple-iphone-17-unlocked,Apple iPhone 17 - Unlocked,Capacity,256GB,Colour,mist blue,Condition,Excellent,,,,Shop location,,0,0,0,1,1,
apple-iphone-17-unlocked,Apple iPhone 17 - Unlocked,Capacity,256GB,Colour,mist blue,Condition,Good,,,,Shop location,,0,0,0,1,1,
apple-iphone-17-unlocked,Apple iPhone 17 - Unlocked,Capacity,512GB,Colour,mist blue,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-unlocked,Apple iPhone 17 - Unlocked,Capacity,512GB,Colour,mist blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-unlocked,Apple iPhone 17 - Unlocked,Capacity,512GB,Colour,mist blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-unlocked,Apple iPhone 17 - Unlocked,Capacity,512GB,Colour,mist blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Deep Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Deep Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Deep Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Silver,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Silver,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Silver,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Silver,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Cosmic Orange,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Cosmic Orange,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Cosmic Orange,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Cosmic Orange,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Deep Blue,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Deep Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Deep Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Deep Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Silver,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Silver,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Silver,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,1 TB,Colour,Silver,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Cosmic Orange,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Cosmic Orange,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Cosmic Orange,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Cosmic Orange,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Deep Blue,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Deep Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Deep Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Deep Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Silver,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Silver,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Silver,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,2 TB,Colour,Silver,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,128GB,Color,Black Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,128GB,Color,Blue Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,128GB,Color,Natural Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,128GB,Color,White Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,256GB,Color,Black Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,256GB,Color,Blue Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,256GB,Color,Natural Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,256GB,Color,White Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,512GB,Color,Black Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,512GB,Color,Blue Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,512GB,Color,Natural Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,512GB,Color,White Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,1TB,Color,Black Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,1TB,Color,Blue Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,1TB,Color,Natural Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-pro-unlocked,Apple iPhone 15 Pro - Unlocked,Capacity,1TB,Color,White Titanium,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Black,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Black,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-15-plus-unlocked,Apple iPhone 15 Plus - Unlocked,Capacity,128GB,Color,Black,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Cosmic Orange,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Cosmic Orange,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Cosmic Orange,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Cosmic Orange,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Cosmic Orange,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Deep Blue,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Deep Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Deep Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Deep Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Silver,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Silver,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Silver,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,256GB,Colour,Silver,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Deep Blue,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Deep Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Deep Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Deep Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Silver,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Silver,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Silver,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,512GB,Colour,Silver,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Cosmic Orange,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Cosmic Orange,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Cosmic Orange,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Cosmic Orange,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Deep Blue,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Deep Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Deep Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Deep Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Silver,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Silver,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Silver,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-unlocked,Apple iPhone 17 Pro - Unlocked,Capacity,1 TB,Colour,Silver,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Cosmic Orange,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Cosmic Orange,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Cosmic Orange,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Cosmic Orange,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Deep Blue,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Deep Blue,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Deep Blue,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Deep Blue,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Silver,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Silver,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Silver,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,256GB,Colour,Silver,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Cosmic Orange,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Cosmic Orange,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Cosmic Orange,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Cosmic Orange,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-17-pro-max-unlocked,Apple iPhone 17 Pro Max - Unlocked,Capacity,512GB,Colour,Deep Blue,Condition,Brand New,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Gold,Condition,New,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Gold,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Gold,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Gold,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Silver,Condition,New,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Silver,Condition,Premium,,,,Shop location,,0,0,0,1,1,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Silver,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Silver,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Space Grey,Condition,New,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Space Grey,Condition,Premium,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Space Grey,Condition,Excellent,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,128GB,Color,Space Grey,Condition,Good,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,256GB,Color,Gold,Condition,New,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,256GB,Color,Silver,Condition,New,,,,Shop location,,0,0,0,0,0,
apple-iphone-8-unlocked,Apple iPhone 8 - Unlocked,Capacity,256GB,Color,Space Grey,Condition,New,,,,Shop location,,0,0,0,0,0,
